num__age,num__gaming_hours,num__study_hours,num__sleep_hours,num__attendance,num__social_activity,num__device_usage,num__reaction_time_ms,num__addiction_score,cat__gender_Female,cat__gender_Male,cat__gender_Other,cat__gaming_genre_Casual,cat__gaming_genre_FPS,cat__gaming_genre_RPG,cat__stress_level_High,cat__stress_level_Low,cat__stress_level_Medium,grades
1.5609355976731178,-0.02368739572354003,-1.5926468223516896,0.2974689148007392,-0.2739490248774459,0.029202696943204348,-0.7447214308069543,-0.03304165131547636,-0.09748757445292885,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.61
0.4037941507494166,-0.6815917086388792,-0.343486784280814,-1.7229027234505854,0.9769565483587274,-0.7217796725464519,0.1016178877029988,0.6610402892424813,-0.5880067061926327,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,59.22
1.1752217820318842,1.5734618902354085,0.23634139538448354,1.4916404673066772,1.0098979286657088,-0.1307287335962595,0.7336005229222214,-1.101954952350533,1.0602964490460483,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,50.12
1.5609355976731178,0.7121266384580894,-0.7871137136891622,-0.2718454299986027,-1.276060488952995,1.6215634618796053,1.0883977918172232,-0.3502587882111037,0.18848309344390246,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,41.79
0.018080335108182834,-0.7205465692720242,-1.3280272504239028,0.026697458127881497,-1.678292080069825,-0.7148261320882143,-0.6523263086988808,0.9582619014833635,-0.15905070434738572,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,54.16
-0.7533472961742848,1.6470432936535715,1.7501210053831462,0.9848118432779941,0.18549654256203563,1.287793519884203,0.6559886203514393,-1.4561129737778105,0.9133393002657322,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,82.64342271053374
-1.1390611118155185,0.9155575773200691,-1.277438214614179,0.3252403462543657,-1.0931491404063334,0.06397039923439232,1.2842754506863394,-0.8186285352087102,0.6571572436081542,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,35.87
1.1752217820318842,0.348547939215402,0.5087438958983818,-0.014959689052557911,1.5959077467583311,-0.7635009152958773,0.6633802301200857,-0.9372460543470329,0.22820124176290704,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,74.18
-1.5247749274567524,0.8116779489650155,-0.6586953920183246,1.561069045940743,-0.7004532120099461,0.7732315259746234,1.494936329092747,-0.7254290558857422,0.9272406521773837,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,41.42
-0.7533472961742848,-1.1317367648441112,-1.7016078225572486,0.1933260468496404,-0.3719062873692608,1.176536872552402,-0.8371165529150277,1.032143670546662,-1.8649451746486232,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,48.79
1.5609355976731178,0.7597381347874888,-0.48747096312387445,1.2902975892678847,-0.4516591028493219,0.7940921473493359,1.4542824753651942,-0.507850635066305,1.1139159492767041,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,50.14
0.4037941507494166,-0.5344289018025534,0.5904646460525511,1.5471833302139302,-0.49933741645153207,-1.4519014206613956,-0.707763381963725,0.37500261452035455,-1.0606526711887847,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,87.33
-1.5247749274567524,-1.1100951756034751,1.104137932735902,-1.3688169724168477,-0.07283322931903183,0.10569164198381772,-1.1512599680824778,0.9464001495695324,-1.062638578604735,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,99.22
1.1752217820318842,1.3873442227659374,-1.0206015712725034,-0.3551597243594821,1.356649300318148,0.26562307252328154,1.3360167190668601,-1.262596963983575,1.5984773587685572,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.79
-1.1390611118155185,1.118988516182049,0.014527930680309251,1.4430404622628308,0.311193914786045,-0.5757553229234632,0.9146949622540455,-1.0436629143739857,0.34139796447206916,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,62.37
-1.5247749274567524,-1.3178544323135823,-1.7366310011947501,-0.02884540477937146,-0.716923902163438,0.7732315259746234,-0.5562353817064845,1.7035188288695686,-0.7051752437336957,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,56.47
-1.1390611118155185,-0.9023359188933682,1.0535488969261777,1.4985833251700837,-0.47159730671933625,-1.1668062618736557,-1.3064837732240413,0.7888083027143311,-1.7596920816032617,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,93.36
-0.7533472961742848,-0.3786094592699729,0.2557987168497619,1.0958975690925001,-0.062430688169458265,0.5924394740604467,-1.077343870396019,0.0967598053416039,-0.22458564907374293,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,77.74
